Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
mall,com.macro.mall.model,GeneratedCriteria,andProductIdLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductIdLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductIdIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductIdNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductIdBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductIdNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andFullPriceIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andFullPriceIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andFullPriceEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andFullPriceNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andFullPriceGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andFullPriceGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andFullPriceLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andFullPriceLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andFullPriceIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andFullPriceNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andFullPriceBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andFullPriceNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andReducePriceIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andReducePriceIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andReducePriceEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andReducePriceNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andReducePriceGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andReducePriceGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andReducePriceLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andReducePriceLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andReducePriceIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andReducePriceNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andReducePriceBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andReducePriceNotBetween,4,1,2
mall,com.macro.mall.model,Criteria,Criteria,3,1,0
mall,com.macro.mall.model,Criterion,getCondition,3,1,0
mall,com.macro.mall.model,Criterion,getValue,3,1,0
mall,com.macro.mall.model,Criterion,getSecondValue,3,1,0
mall,com.macro.mall.model,Criterion,isNoValue,3,1,0
mall,com.macro.mall.model,Criterion,isSingleValue,3,1,0
mall,com.macro.mall.model,Criterion,isBetweenValue,3,1,0
mall,com.macro.mall.model,Criterion,isListValue,3,1,0
mall,com.macro.mall.model,Criterion,getTypeHandler,3,1,0
mall,com.macro.mall.model,Criterion,Criterion,6,1,1
mall,com.macro.mall.model,Criterion,Criterion,12,2,3
mall,com.macro.mall.model,Criterion,Criterion,3,1,2
mall,com.macro.mall.model,Criterion,Criterion,8,1,4
mall,com.macro.mall.model,Criterion,Criterion,3,1,3
mall,com.macro.mall.model,PmsProductLadder,getId,3,1,0
mall,com.macro.mall.model,PmsProductLadder,setId,3,1,1
mall,com.macro.mall.model,PmsProductLadder,getProductId,3,1,0
mall,com.macro.mall.model,PmsProductLadder,setProductId,3,1,1
mall,com.macro.mall.model,PmsProductLadder,getCount,3,1,0
mall,com.macro.mall.model,PmsProductLadder,setCount,3,1,1
mall,com.macro.mall.model,PmsProductLadder,getDiscount,3,1,0
mall,com.macro.mall.model,PmsProductLadder,setDiscount,3,1,1
mall,com.macro.mall.model,PmsProductLadder,getPrice,3,1,0
mall,com.macro.mall.model,PmsProductLadder,setPrice,3,1,1
mall,com.macro.mall.model,PmsProductLadder,toString,14,1,0
mall,com.macro.mall.model,PmsProductLadderExample,PmsProductLadderExample,3,1,0
mall,com.macro.mall.model,PmsProductLadderExample,setOrderByClause,3,1,1
mall,com.macro.mall.model,PmsProductLadderExample,getOrderByClause,3,1,0
mall,com.macro.mall.model,PmsProductLadderExample,setDistinct,3,1,1
mall,com.macro.mall.model,PmsProductLadderExample,isDistinct,3,1,0
mall,com.macro.mall.model,PmsProductLadderExample,getOredCriteria,3,1,0
mall,com.macro.mall.model,PmsProductLadderExample,or,3,1,1
mall,com.macro.mall.model,PmsProductLadderExample,or,5,1,0
mall,com.macro.mall.model,PmsProductLadderExample,createCriteria,7,2,0
mall,com.macro.mall.model,PmsProductLadderExample,createCriteriaInternal,4,1,0
mall,com.macro.mall.model,PmsProductLadderExample,clear,5,1,0
mall,com.macro.mall.model,PmsProductLadderExample,GeneratedCriteria,4,1,0
mall,com.macro.mall.model,PmsProductLadderExample,isValid,3,1,0
mall,com.macro.mall.model,PmsProductLadderExample,getAllCriteria,3,1,0
mall,com.macro.mall.model,PmsProductLadderExample,getCriteria,3,1,0
mall,com.macro.mall.model,PmsProductLadderExample,addCriterion,6,2,1
mall,com.macro.mall.model,PmsProductLadderExample,addCriterion,6,2,3
mall,com.macro.mall.model,PmsProductLadderExample,addCriterion,6,2,4
mall,com.macro.mall.model,PmsProductLadderExample,andIdIsNull,4,1,0
mall,com.macro.mall.model,PmsProductLadderExample,andIdIsNotNull,4,1,0
mall,com.macro.mall.model,PmsProductLadderExample,andIdEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andIdNotEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andIdGreaterThan,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andIdGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andIdLessThan,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andIdLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andIdIn,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andIdNotIn,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andIdBetween,4,1,2
mall,com.macro.mall.model,PmsProductLadderExample,andIdNotBetween,4,1,2
mall,com.macro.mall.model,PmsProductLadderExample,andProductIdIsNull,4,1,0
mall,com.macro.mall.model,PmsProductLadderExample,andProductIdIsNotNull,4,1,0
mall,com.macro.mall.model,PmsProductLadderExample,andProductIdEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andProductIdNotEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andProductIdGreaterThan,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andProductIdGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andProductIdLessThan,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andProductIdLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andProductIdIn,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andProductIdNotIn,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andProductIdBetween,4,1,2
mall,com.macro.mall.model,PmsProductLadderExample,andProductIdNotBetween,4,1,2
mall,com.macro.mall.model,PmsProductLadderExample,andCountIsNull,4,1,0
mall,com.macro.mall.model,PmsProductLadderExample,andCountIsNotNull,4,1,0
mall,com.macro.mall.model,PmsProductLadderExample,andCountEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andCountNotEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andCountGreaterThan,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andCountGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andCountLessThan,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andCountLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andCountIn,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andCountNotIn,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andCountBetween,4,1,2
mall,com.macro.mall.model,PmsProductLadderExample,andCountNotBetween,4,1,2
mall,com.macro.mall.model,PmsProductLadderExample,andDiscountIsNull,4,1,0
mall,com.macro.mall.model,PmsProductLadderExample,andDiscountIsNotNull,4,1,0
mall,com.macro.mall.model,PmsProductLadderExample,andDiscountEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andDiscountNotEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andDiscountGreaterThan,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andDiscountGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andDiscountLessThan,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andDiscountLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andDiscountIn,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andDiscountNotIn,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andDiscountBetween,4,1,2
mall,com.macro.mall.model,PmsProductLadderExample,andDiscountNotBetween,4,1,2
mall,com.macro.mall.model,PmsProductLadderExample,andPriceIsNull,4,1,0
mall,com.macro.mall.model,PmsProductLadderExample,andPriceIsNotNull,4,1,0
mall,com.macro.mall.model,PmsProductLadderExample,andPriceEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andPriceNotEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andPriceGreaterThan,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andPriceGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andPriceLessThan,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andPriceLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andPriceIn,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andPriceNotIn,4,1,1
mall,com.macro.mall.model,PmsProductLadderExample,andPriceBetween,4,1,2
mall,com.macro.mall.model,PmsProductLadderExample,andPriceNotBetween,4,1,2
mall,com.macro.mall.model,PmsProductLadderExample,Criteria,3,1,0
mall,com.macro.mall.model,PmsProductLadderExample,getCondition,3,1,0
mall,com.macro.mall.model,PmsProductLadderExample,getValue,3,1,0
mall,com.macro.mall.model,PmsProductLadderExample,getSecondValue,3,1,0
mall,com.macro.mall.model,PmsProductLadderExample,isNoValue,3,1,0
mall,com.macro.mall.model,PmsProductLadderExample,isSingleValue,3,1,0
mall,com.macro.mall.model,PmsProductLadderExample,isBetweenValue,3,1,0
mall,com.macro.mall.model,PmsProductLadderExample,isListValue,3,1,0
mall,com.macro.mall.model,PmsProductLadderExample,getTypeHandler,3,1,0
mall,com.macro.mall.model,PmsProductLadderExample,Criterion,6,1,1
mall,com.macro.mall.model,PmsProductLadderExample,Criterion,12,2,3
mall,com.macro.mall.model,PmsProductLadderExample,Criterion,3,1,2
mall,com.macro.mall.model,PmsProductLadderExample,Criterion,8,1,4
mall,com.macro.mall.model,PmsProductLadderExample,Criterion,3,1,3
mall,com.macro.mall.model,GeneratedCriteria,GeneratedCriteria,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,isValid,3,1,0
mall,com.macro.mall.model,GeneratedCriteria,getAllCriteria,3,1,0
mall,com.macro.mall.model,GeneratedCriteria,getCriteria,3,1,0
mall,com.macro.mall.model,GeneratedCriteria,addCriterion,6,2,1
mall,com.macro.mall.model,GeneratedCriteria,addCriterion,6,2,3
mall,com.macro.mall.model,GeneratedCriteria,addCriterion,6,2,4
mall,com.macro.mall.model,GeneratedCriteria,andIdIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andIdIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andIdEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIdNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIdGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIdGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIdLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIdLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIdIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIdNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andIdBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andIdNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductIdIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductIdIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andProductIdEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductIdNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductIdGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductIdGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductIdLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductIdLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductIdIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductIdNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andProductIdBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andProductIdNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andCountIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andCountIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andCountEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andCountNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andCountGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andCountGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andCountLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andCountLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andCountIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andCountNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andCountBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andCountNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andDiscountIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andDiscountIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andDiscountEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andDiscountNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andDiscountGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andDiscountGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andDiscountLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andDiscountLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andDiscountIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andDiscountNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andDiscountBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andDiscountNotBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andPriceIsNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andPriceIsNotNull,4,1,0
mall,com.macro.mall.model,GeneratedCriteria,andPriceEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPriceNotEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPriceGreaterThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPriceGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPriceLessThan,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPriceLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPriceIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPriceNotIn,4,1,1
mall,com.macro.mall.model,GeneratedCriteria,andPriceBetween,4,1,2
mall,com.macro.mall.model,GeneratedCriteria,andPriceNotBetween,4,1,2
mall,com.macro.mall.model,Criteria,Criteria,3,1,0
mall,com.macro.mall.model,Criterion,getCondition,3,1,0
mall,com.macro.mall.model,Criterion,getValue,3,1,0
mall,com.macro.mall.model,Criterion,getSecondValue,3,1,0
mall,com.macro.mall.model,Criterion,isNoValue,3,1,0
mall,com.macro.mall.model,Criterion,isSingleValue,3,1,0
mall,com.macro.mall.model,Criterion,isBetweenValue,3,1,0
mall,com.macro.mall.model,Criterion,isListValue,3,1,0
mall,com.macro.mall.model,Criterion,getTypeHandler,3,1,0
mall,com.macro.mall.model,Criterion,Criterion,6,1,1
mall,com.macro.mall.model,Criterion,Criterion,12,2,3
mall,com.macro.mall.model,Criterion,Criterion,3,1,2
mall,com.macro.mall.model,Criterion,Criterion,8,1,4
mall,com.macro.mall.model,Criterion,Criterion,3,1,3
mall,com.macro.mall.model,PmsProductOperateLog,getId,3,1,0
mall,com.macro.mall.model,PmsProductOperateLog,setId,3,1,1
mall,com.macro.mall.model,PmsProductOperateLog,getProductId,3,1,0
mall,com.macro.mall.model,PmsProductOperateLog,setProductId,3,1,1
mall,com.macro.mall.model,PmsProductOperateLog,getPriceOld,3,1,0
mall,com.macro.mall.model,PmsProductOperateLog,setPriceOld,3,1,1
mall,com.macro.mall.model,PmsProductOperateLog,getPriceNew,3,1,0
mall,com.macro.mall.model,PmsProductOperateLog,setPriceNew,3,1,1
mall,com.macro.mall.model,PmsProductOperateLog,getSalePriceOld,3,1,0
mall,com.macro.mall.model,PmsProductOperateLog,setSalePriceOld,3,1,1
mall,com.macro.mall.model,PmsProductOperateLog,getSalePriceNew,3,1,0
mall,com.macro.mall.model,PmsProductOperateLog,setSalePriceNew,3,1,1
mall,com.macro.mall.model,PmsProductOperateLog,getGiftPointOld,3,1,0
mall,com.macro.mall.model,PmsProductOperateLog,setGiftPointOld,3,1,1
mall,com.macro.mall.model,PmsProductOperateLog,getGiftPointNew,3,1,0
mall,com.macro.mall.model,PmsProductOperateLog,setGiftPointNew,3,1,1
mall,com.macro.mall.model,PmsProductOperateLog,getUsePointLimitOld,3,1,0
mall,com.macro.mall.model,PmsProductOperateLog,setUsePointLimitOld,3,1,1
mall,com.macro.mall.model,PmsProductOperateLog,getUsePointLimitNew,3,1,0
mall,com.macro.mall.model,PmsProductOperateLog,setUsePointLimitNew,3,1,1
mall,com.macro.mall.model,PmsProductOperateLog,getOperateMan,3,1,0
mall,com.macro.mall.model,PmsProductOperateLog,setOperateMan,3,1,1
mall,com.macro.mall.model,PmsProductOperateLog,getCreateTime,3,1,0
mall,com.macro.mall.model,PmsProductOperateLog,setCreateTime,3,1,1
mall,com.macro.mall.model,PmsProductOperateLog,toString,21,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,PmsProductOperateLogExample,3,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,setOrderByClause,3,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,getOrderByClause,3,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,setDistinct,3,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,isDistinct,3,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,getOredCriteria,3,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,or,3,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,or,5,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,createCriteria,7,2,0
mall,com.macro.mall.model,PmsProductOperateLogExample,createCriteriaInternal,4,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,clear,5,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,GeneratedCriteria,4,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,isValid,3,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,getAllCriteria,3,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,getCriteria,3,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,addCriterion,6,2,1
mall,com.macro.mall.model,PmsProductOperateLogExample,addCriterion,6,2,3
mall,com.macro.mall.model,PmsProductOperateLogExample,addCriterion,6,2,4
mall,com.macro.mall.model,PmsProductOperateLogExample,andIdIsNull,4,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,andIdIsNotNull,4,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,andIdEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andIdNotEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andIdGreaterThan,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andIdGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andIdLessThan,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andIdLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andIdIn,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andIdNotIn,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andIdBetween,4,1,2
mall,com.macro.mall.model,PmsProductOperateLogExample,andIdNotBetween,4,1,2
mall,com.macro.mall.model,PmsProductOperateLogExample,andProductIdIsNull,4,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,andProductIdIsNotNull,4,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,andProductIdEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andProductIdNotEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andProductIdGreaterThan,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andProductIdGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andProductIdLessThan,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andProductIdLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andProductIdIn,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andProductIdNotIn,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andProductIdBetween,4,1,2
mall,com.macro.mall.model,PmsProductOperateLogExample,andProductIdNotBetween,4,1,2
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceOldIsNull,4,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceOldIsNotNull,4,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceOldEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceOldNotEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceOldGreaterThan,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceOldGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceOldLessThan,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceOldLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceOldIn,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceOldNotIn,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceOldBetween,4,1,2
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceOldNotBetween,4,1,2
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceNewIsNull,4,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceNewIsNotNull,4,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceNewEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceNewNotEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceNewGreaterThan,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceNewGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceNewLessThan,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceNewLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceNewIn,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceNewNotIn,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceNewBetween,4,1,2
mall,com.macro.mall.model,PmsProductOperateLogExample,andPriceNewNotBetween,4,1,2
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceOldIsNull,4,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceOldIsNotNull,4,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceOldEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceOldNotEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceOldGreaterThan,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceOldGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceOldLessThan,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceOldLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceOldIn,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceOldNotIn,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceOldBetween,4,1,2
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceOldNotBetween,4,1,2
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceNewIsNull,4,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceNewIsNotNull,4,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceNewEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceNewNotEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceNewGreaterThan,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceNewGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceNewLessThan,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceNewLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceNewIn,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceNewNotIn,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceNewBetween,4,1,2
mall,com.macro.mall.model,PmsProductOperateLogExample,andSalePriceNewNotBetween,4,1,2
mall,com.macro.mall.model,PmsProductOperateLogExample,andGiftPointOldIsNull,4,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,andGiftPointOldIsNotNull,4,1,0
mall,com.macro.mall.model,PmsProductOperateLogExample,andGiftPointOldEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andGiftPointOldNotEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andGiftPointOldGreaterThan,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andGiftPointOldGreaterThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andGiftPointOldLessThan,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andGiftPointOldLessThanOrEqualTo,4,1,1
mall,com.macro.mall.model,PmsProductOperateLogExample,andGiftPointOldIn,4,1,1
